Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,Total - All Places of Death,366,2768,405,279,0,492,
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,"Healthcare setting, inpatient",295,967,347,246,0,396,
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,"Healthcare setting, outpatient or emergency room",14,277,22,11,0,25,
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,Decedent's home,24,906,,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,Hospice facility,22,220,17,14,0,25,
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,Nursing home/long term care facility,10,256,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,Other,,140,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,Total - All Places of Death,474,2928,499,367,0,606,
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,"Healthcare setting, inpatient",369,1023,416,314,0,471,
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,"Healthcare setting, outpatient or emergency room",15,243,13,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,Decedent's home,22,996,18,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,Hospice facility,48,241,36,28,0,56,
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,Nursing home/long term care facility,19,268,13,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,Other,,153,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2020,08/31/2020,By Month,2020,8,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,Total - All Places of Death,228,2396,292,170,0,350,
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,"Healthcare setting, inpatient",171,760,239,145,0,265,
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,"Healthcare setting, outpatient or emergency room",,190,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,Decedent's home,13,859,11,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,Hospice facility,25,215,24,15,0,34,
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,Nursing home/long term care facility,14,260,12,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,Other,,110,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2020,09/30/2020,By Month,2020,9,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,Total - All Places of Death,179,2465,257,135,0,301,
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,"Healthcare setting, inpatient",132,771,218,116,0,234,
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,"Healthcare setting, outpatient or emergency room",,206,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,Decedent's home,20,887,,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,Hospice facility,14,226,17,10,0,21,
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,Nursing home/long term care facility,,242,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,Other,,133,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2020,10/31/2020,By Month,2020,10,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,Total - All Places of Death,523,2810,514,403,0,634,
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,"Healthcare setting, inpatient",396,1049,417,332,0,481,
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,"Healthcare setting, outpatient or emergency room",18,250,14,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,Decedent's home,42,881,25,18,0,49,
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,Hospice facility,38,259,33,24,0,47,
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,Nursing home/long term care facility,23,249,19,16,0,26,
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,Other,,121,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2020,11/30/2020,By Month,2020,11,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,Total - All Places of Death,1241,3796,1136,982,,1396,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,"Healthcare setting, inpatient",880,1537,874,758,0,996,
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,"Healthcare setting, outpatient or emergency room",59,354,60,44,0,75,
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,Decedent's home,110,1099,51,45,0,116,
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,Hospice facility,99,389,81,74,,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,Nursing home/long term care facility,72,265,52,45,0,79,
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,Other,21,152,18,16,0,23,
06/28/2023,12/01/2020,12/31/2020,By Month,2020,12,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,Total - All Places of Death,1175,3675,1072,954,,1295,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,"Healthcare setting, inpatient",819,1450,804,718,,907,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,"Healthcare setting, outpatient or emergency room",38,315,43,29,0,52,
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,Decedent's home,110,1134,48,41,0,117,
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,Hospice facility,135,406,120,113,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,Nursing home/long term care facility,56,220,42,39,0,59,
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,Other,17,148,15,14,0,18,
06/28/2023,01/01/2021,01/31/2021,By Month,2021,1,Nevada,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,Total - All Places of Death,555,2699,551,435,,673,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,"Healthcare setting, inpatient",400,990,438,350,,490,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,"Healthcare setting, outpatient or emergency room",14,209,16,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,Decedent's home,58,890,26,18,0,66,
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,Hospice facility,63,268,54,46,0,71,
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,Nursing home/long term care facility,17,207,13,10,0,20,
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,Other,,135,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2021,02/28/2021,By Month,2021,2,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,Total - All Places of Death,219,2588,281,157,,344,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,"Healthcare setting, inpatient",167,833,224,136,0,255,
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,"Healthcare setting, outpatient or emergency room",,229,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,Decedent's home,18,923,16,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,Hospice facility,18,282,19,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,Nursing home/long term care facility,,191,13,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,Other,,130,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2021,03/31/2021,By Month,2021,3,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,Total - All Places of Death,158,2353,240,127,0,271,
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,"Healthcare setting, inpatient",114,714,194,105,0,203,
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,"Healthcare setting, outpatient or emergency room",,215,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,Decedent's home,23,886,20,11,0,32,
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,Hospice facility,10,270,14,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,Nursing home/long term care facility,,145,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,Other,0,123,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2021,04/30/2021,By Month,2021,4,Nevada,Place of death unknown,0,0,0,0,0,0,
06/28/2023,05/01/2021,05/31/2021,By Month,2021,5,Nevada,Total - All Places of Death,119,2398,212,82,0,249,
06/28/2023,05/01/2021,05/31/2021,By Month,2021,5,Nevada,"Healthcare setting, inpatient",83,717,171,70,0,184,
06/28/2023,05/01/2021,05/31/2021,By Month,2021,5,Nevada,"Healthcare setting, outpatient or emergency room",,185,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2021,05/31/2021,By Month,2021,5,Nevada,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2021,05/31/2021,By Month,2021,5,Nevada,Decedent's home,15,836,14,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2021,05/31/2021,By Month,2021,5,Nevada,Hospice facility,12,307,16,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
